userId,movieId,rating,timestamp
1,1,8.0,964982703
1,3,8.0,964981247
1,6,8.0,964982224
1,47,10.0,964983815
1,50,10.0,964982931
1,70,6.0,964982400
1,101,10.0,964980868
1,110,8.0,964982176
1,151,10.0,964984041
1,157,10.0,964984100
1,163,10.0,964983650
1,216,10.0,964981208
1,223,6.0,964980985
1,231,10.0,964981179
1,235,8.0,964980908
1,260,10.0,964981680
1,296,6.0,964982967
1,316,6.0,964982310
1,333,10.0,964981179
1,349,8.0,964982563
1,356,8.0,964980962
1,362,10.0,964982588
1,367,8.0,964981710
1,423,6.0,964982363
1,441,8.0,964980868
1,457,10.0,964981909
1,480,8.0,964982346
1,500,6.0,964981208
1,527,10.0,964984002
1,543,8.0,964981179
1,552,8.0,964982653
1,553,10.0,964984153
1,590,8.0,964982546
1,592,8.0,964982271
1,593,8.0,964983793
1,596,10.0,964982838
1,608,10.0,964982931
1,648,6.0,964982563
1,661,10.0,964982838
1,673,6.0,964981775
1,733,8.0,964982400
1,736,6.0,964982653
1,780,6.0,964984086
1,804,8.0,964980499
1,919,10.0,964982475
1,923,10.0,964981529
1,940,10.0,964982176
1,943,8.0,964983614
1,954,10.0,964983219
1,1009,6.0,964981775
1,1023,10.0,964982681
1,1024,10.0,964982876
1,1025,10.0,964982791
1,1029,10.0,964982855
1,1030,6.0,964982903
1,1031,10.0,964982653
1,1032,10.0,964982791
1,1042,8.0,964981179
1,1049,10.0,964982400
1,1060,8.0,964980924
1,1073,10.0,964981680
1,1080,10.0,964981327
1,1089,10.0,964982951
1,1090,8.0,964984018
1,1092,10.0,964983484
1,1097,10.0,964981680
1,1127,8.0,964982513
1,1136,10.0,964981327
1,1196,10.0,964981827
1,1197,10.0,964981872
1,1198,10.0,964981827
1,1206,10.0,964983737
1,1208,8.0,964983250
1,1210,10.0,964980499
1,1213,10.0,964982951
1,1214,8.0,964981855
1,1219,4.0,964983393
1,1220,10.0,964981909
1,1222,10.0,964981909
1,1224,10.0,964984018
1,1226,10.0,964983618
1,1240,10.0,964983723
1,1256,10.0,964981442
1,1258,6.0,964983414
1,1265,8.0,964983599
1,1270,10.0,964983705
1,1275,10.0,964982290
1,1278,10.0,964983414
1,1282,10.0,964982703
1,1291,10.0,964981909
1,1298,10.0,964984086
1,1348,8.0,964983393
1,1377,6.0,964982653
1,1396,6.0,964983017
1,1408,6.0,964982310
1,1445,6.0,964984112
1,1473,8.0,964980875
1,1500,8.0,964980985
1,1517,10.0,964981107
1,1552,8.0,964982620
1,1573,10.0,964982290
1,1580,6.0,964981125
1,1587,10.0,964982346
1,1617,10.0,964982951
1,1620,8.0,964983056
1,1625,10.0,964983504
1,1644,6.0,964983536
1,1676,6.0,964982620
1,1732,10.0,964981125
1,1777,8.0,964981230
1,1793,8.0,964981404
1,1804,10.0,964983034
1,1805,8.0,964983056
1,1920,8.0,964981780
1,1927,10.0,964981497
1,1954,10.0,964982176
1,1967,8.0,964981710
1,2000,8.0,964982211
1,2005,10.0,964981710
1,2012,8.0,964984176
1,2018,10.0,964980523
1,2028,8.0,964981888
1,2033,10.0,964982903
1,2046,8.0,964982563
1,2048,10.0,964982791
1,2054,8.0,964981747
1,2058,10.0,964982400
1,2078,10.0,964982838
1,2090,10.0,964982838
1,2093,6.0,964981710
1,2094,10.0,964982653
1,2096,8.0,964982838
1,2099,8.0,964982588
1,2105,8.0,964981725
1,2115,10.0,964982529
1,2116,10.0,964982876
1,2137,10.0,964982791
1,2139,10.0,964982791
1,2141,10.0,964982838
1,2143,8.0,964981725
1,2161,10.0,964981710
1,2174,8.0,964981680
1,2193,8.0,964981710
1,2253,4.0,964981775
1,2268,8.0,964982989
1,2273,8.0,964982310
1,2291,10.0,964983664
1,2329,10.0,964983263
1,2338,4.0,964983546
1,2353,10.0,964983861
1,2366,8.0,964982462
1,2387,10.0,964983123
1,2389,4.0,964983094
1,2395,10.0,964981093
1,2406,8.0,964982310
1,2414,6.0,964982513
1,2427,10.0,964982242
1,2450,8.0,964982620
1,2459,10.0,964983414
1,2470,10.0,964982588
1,2478,8.0,964984169
1,2492,8.0,965719662
1,2502,10.0,964981278
1,2528,6.0,964982328
1,2529,10.0,964982242
1,2542,10.0,964981265
1,2571,10.0,964981888
1,2580,10.0,964983000
1,2596,10.0,964981144
1,2616,8.0,964983080
1,2617,4.0,964982588
1,2628,8.0,964980523
1,2640,8.0,964982377
1,2641,10.0,964982620
1,2644,8.0,964983393
1,2648,8.0,964983414
1,2654,10.0,964983393
1,2657,6.0,964983426
1,2692,10.0,964981855
1,2700,10.0,964980985
1,2716,10.0,964983414
1,2761,10.0,964982703
1,2797,8.0,964981710
1,2826,8.0,964980523
1,2858,10.0,964980868
1,2872,10.0,964981680
1,2899,10.0,964982703
1,2916,8.0,964982290
1,2944,10.0,964981872
1,2947,10.0,964982176
1,2948,10.0,964982191
1,2949,10.0,964981888
1,2959,10.0,964983282
1,2985,8.0,964983034
1,2987,10.0,964982495
1,2991,10.0,964982271
1,2993,10.0,964982242
1,2997,8.0,964980896
1,3033,10.0,964983762
1,3034,10.0,964982791
1,3052,10.0,964981208
1,3053,10.0,964984086
1,3062,8.0,964981872
1,3147,10.0,964983873
1,3168,8.0,964982495
1,3176,2.0,964983504
1,3243,6.0,964981093
1,3247,6.0,964983108
1,3253,10.0,964981107
1,3273,10.0,964983536
1,3386,10.0,964983484
1,3439,8.0,964981799
1,3440,8.0,964981799
1,3441,10.0,964982328
1,3448,10.0,964984054
1,3450,10.0,964981144
1,3479,8.0,964981725
1,3489,8.0,964981775
1,3527,8.0,964982271
1,3578,10.0,964980668
1,3617,8.0,964980683
1,3639,8.0,964982271
1,3671,10.0,964981589
1,3702,10.0,964983737
1,3703,10.0,964981909
1,3729,10.0,964982363
1,3740,8.0,964982417
1,3744,8.0,964980694
1,3793,10.0,964981855
1,3809,8.0,964981220
1,4006,8.0,964982903
1,5060,10.0,964984002
2,318,6.0,1445714835
2,333,8.0,1445715029
2,1704,9.0,1445715228
2,3578,8.0,1445714885
2,6874,8.0,1445714952
2,8798,7.0,1445714960
2,46970,8.0,1445715013
2,48516,8.0,1445715064
2,58559,9.0,1445715141
2,60756,10.0,1445714980
2,68157,9.0,1445715154
2,71535,6.0,1445714974
2,74458,8.0,1445714926
2,77455,6.0,1445714941
2,79132,8.0,1445714841
2,80489,9.0,1445715340
2,80906,10.0,1445715172
2,86345,8.0,1445715166
2,89774,10.0,1445715189
2,91529,7.0,1445714891
2,91658,5.0,1445714938
2,99114,7.0,1445714874
2,106782,10.0,1445714966
2,109487,6.0,1445715145
2,112552,8.0,1445714882
2,114060,4.0,1445715276
2,115713,7.0,1445714854
2,122882,10.0,1445715272
2,131724,10.0,1445714851
3,31,1.0,1306463578
3,527,1.0,1306464275
3,647,1.0,1306463619
3,688,1.0,1306464228
3,720,1.0,1306463595
3,849,10.0,1306463611
3,914,1.0,1306463567
3,1093,1.0,1306463627
3,1124,1.0,1306464216
3,1263,1.0,1306463569
3,1272,1.0,1306463624
3,1275,7.0,1306463323
3,1302,1.0,1306464189
3,1371,6.0,1306463561
3,1587,9.0,1306464003
3,2018,1.0,1306464175
3,2080,1.0,1306463572
3,2090,1.0,1306464261
3,2105,4.0,1306463559
3,2288,8.0,1306463631
3,2424,1.0,1306464293
3,2851,10.0,1306463925
3,3024,9.0,1306464054
3,3210,1.0,1306463638
3,3703,10.0,1306463603
3,3949,1.0,1306464245
3,4518,10.0,1306463770
3,5048,1.0,1306464284
3,5181,10.0,1306463718
3,5746,10.0,1306463708
3,5764,9.0,1306464021
3,5919,10.0,1306463825
3,6238,1.0,1306464204
3,6835,10.0,1306463670
3,7899,9.0,1306464036
3,7991,10.0,1306463684
3,26409,9.0,1306463993
3,70946,10.0,1306463815
3,72378,1.0,1306464164
4,21,6.0,986935199
4,32,4.0,945173447
4,45,6.0,986935047
4,47,4.0,945173425
4,52,6.0,964622786
4,58,6.0,964538444
4,106,8.0,986848784
4,125,10.0,964622758
4,126,2.0,986848920
4,162,10.0,945078571
4,171,6.0,945078428
4,176,10.0,964622565
4,190,4.0,945079259
4,215,10.0,945079078
4,222,2.0,945629040
4,232,10.0,964622684
4,235,4.0,945173513
4,247,6.0,986848894
4,260,10.0,945079259
4,265,10.0,964538468
4,296,2.0,945173350
4,319,10.0,945079182
4,342,10.0,964538500
4,345,8.0,945629063
4,348,8.0,964622786
4,351,6.0,986934901
4,357,6.0,964623306
4,368,8.0,945078690
4,417,4.0,945078467
4,441,2.0,986934915
4,450,4.0,986848828
4,457,10.0,945079259
4,475,10.0,945174290
4,492,10.0,945079872
4,509,2.0,945079106
4,538,10.0,945078636
4,539,2.0,964538832
4,553,4.0,945079301
4,588,8.0,945079670
4,593,10.0,964539986
4,595,6.0,986848609
4,599,4.0,945078587
4,608,10.0,964540008
4,648,6.0,945079906
4,708,8.0,986935230
4,759,6.0,945078601
4,800,8.0,945079106
4,892,8.0,964622714
4,898,10.0,964623347
4,899,8.0,945079653
4,902,8.0,945078446
4,904,8.0,945079837
4,908,10.0,945173902
4,910,10.0,945173989
4,912,10.0,945173902
4,914,10.0,945079670
4,919,10.0,945079521
4,920,10.0,945173602
4,930,10.0,964538571
4,937,6.0,986849085
4,1025,8.0,945079232
4,1046,10.0,945173654
4,1057,6.0,964540578
4,1060,4.0,986934819
4,1073,8.0,945079483
4,1077,10.0,945173692
4,1079,4.0,945078946
4,1080,10.0,986934696
4,1084,10.0,945079259
4,1086,10.0,964539723
4,1094,6.0,964538500
4,1103,10.0,964539723
4,1136,10.0,986934625
4,1179,8.0,964539180
4,1183,2.0,964778513
4,1188,10.0,964538500
4,1196,10.0,964538763
4,1197,10.0,964538763
4,1198,6.0,964538728
4,1199,4.0,945078967
4,1203,10.0,945174025
4,1211,2.0,964539205
4,1213,8.0,945079729
4,1219,8.0,964539961
4,1225,8.0,964539326
4,1250,10.0,945174008
4,1259,8.0,964538728
4,1265,8.0,964622684
4,1266,8.0,986849037
4,1279,4.0,986934832
4,1282,10.0,945079653
4,1283,10.0,945078690
4,1288,8.0,945079653
4,1291,8.0,964538763
4,1304,6.0,945078467
4,1391,2.0,945173766
4,1449,10.0,945079767
4,1466,8.0,945173492
4,1500,8.0,964622830
4,1517,8.0,945079790
4,1580,6.0,986935244
4,1597,2.0,945079906
4,1617,4.0,945079837
4,1641,8.0,964622758
4,1704,2.0,945629015
4,1719,8.0,945079956
4,1732,8.0,945079889
4,1733,10.0,945079143
4,1734,6.0,964539357
4,1834,10.0,945174134
4,1860,4.0,986849001
4,1883,8.0,964622642
4,1885,6.0,964622617
4,1892,4.0,964539431
4,1895,8.0,945629179
4,1907,6.0,964540505
4,1914,8.0,964622714
4,1916,2.0,986934786
4,1923,6.0,986934870
4,1947,10.0,945079653
4,1966,4.0,964622684
4,1967,10.0,945078967
4,1968,8.0,986934786
4,2019,4.0,945078690
4,2076,8.0,945079052
4,2078,10.0,945079521
4,2109,8.0,986935016
4,2145,6.0,986935328
4,2150,10.0,986934738
4,2174,10.0,964539855
4,2186,10.0,945174008
4,2203,8.0,945079729
4,2204,10.0,964540008
4,2282,2.0,945629238
4,2324,2.0,964622590
4,2336,4.0,964538964
4,2351,8.0,945078467
4,2359,8.0,964622590
4,2390,10.0,945079164
4,2395,6.0,964623306
4,2406,8.0,986935302
4,2467,8.0,945079858
4,2571,2.0,945173385
4,2583,10.0,945078863
4,2599,10.0,964622684
4,2628,2.0,986848894
4,2683,8.0,945079790
4,2692,10.0,945079013
4,2712,4.0,945078542
4,2762,8.0,964539986
4,2763,2.0,964778621
4,2770,4.0,945173553
4,2791,10.0,964539628
4,2843,10.0,945078814
4,2858,10.0,964539140
4,2874,8.0,986935016
4,2921,8.0,945078708
4,2926,10.0,986934870
4,2959,4.0,945078528
4,2973,4.0,945078946
4,2997,8.0,986848610
4,3033,8.0,986936200
4,3044,10.0,945079920
4,3060,8.0,986934884
4,3079,6.0,964778197
4,3083,10.0,964622487
4,3160,8.0,964539121
4,3175,2.0,964538930
4,3176,8.0,964539771
4,3204,8.0,964539828
4,3255,8.0,964623306
4,3317,8.0,986934498
4,3358,6.0,964622758
4,3365,10.0,964538329
4,3386,8.0,964539395
4,3408,8.0,986849238
4,3481,4.0,964538243
4,3489,2.0,986848908
4,3508,10.0,964538351
4,3538,4.0,986849212
4,3591,2.0,986935199
4,3788,6.0,964539085
4,3809,6.0,986936207
4,3851,10.0,986849180
4,3897,8.0,986934465
4,3911,6.0,986849149
4,3967,8.0,986849164
4,3996,8.0,986849130
4,4002,6.0,986934819
4,4014,2.0,986849254
4,4020,6.0,986848856
4,4021,8.0,986849180
4,4027,6.0,986849201
4,4029,6.0,986849226
4,4033,8.0,986849149
4,4034,10.0,986848753
4,4074,6.0,986848665
4,4121,8.0,986934901
4,4144,6.0,986848685
4,4166,6.0,986848700
4,4226,4.0,1007569424
4,4239,10.0,986848685
4,4246,8.0,1007574542
4,4252,6.0,1007569465
4,4260,4.0,1007569424
4,4273,8.0,1007574470
4,4308,2.0,1007569465
4,4347,8.0,1007569586
4,4381,6.0,1007574509
4,4641,2.0,1007569586
4,4741,6.0,1007574532
4,4765,10.0,1007569445
4,4881,6.0,1007569445
4,4896,8.0,1007574532
4,4902,8.0,1007569465
4,4967,10.0,1007569424
5,1,8.0,847434962
5,21,8.0,847435238
5,34,8.0,847434881
5,36,8.0,847435292
5,39,6.0,847434961
5,50,8.0,847434881
5,58,10.0,847435238
5,110,8.0,847434880
5,150,6.0,847434748
5,153,6.0,847434802
5,232,8.0,847435292
5,247,10.0,847435337
5,253,6.0,847435292
5,261,8.0,847435238
5,265,6.0,847435129
5,266,2.0,847435311
5,290,10.0,847435311
5,296,10.0,847434748
5,300,6.0,847435337
5,316,4.0,847434832
5,318,6.0,847434880
5,344,6.0,847434802
5,349,6.0,847434832
5,357,4.0,847435238
5,364,6.0,847434882
5,367,8.0,847435129
5,380,4.0,847434748
5,410,6.0,847435292
5,457,8.0,847434801
5,474,8.0,847435337
5,475,10.0,847435311
5,515,6.0,847435129
5,527,10.0,847434960
5,531,8.0,847435258
5,534,6.0,847435311
5,588,8.0,847434801
5,589,6.0,847435258
5,590,10.0,847434747
5,592,6.0,847434747
5,594,10.0,847435238
5,595,10.0,847434832
5,596,10.0,847435292
5,597,6.0,847434962
5,608,6.0,847435258
6,2,8.0,845553522
6,3,10.0,845554296
6,4,6.0,845554349
6,5,10.0,845553938
6,6,8.0,845553757
6,7,8.0,845554264
6,8,6.0,845555281
6,10,6.0,845553253
6,11,8.0,845553489
6,13,6.0,845555588
6,15,8.0,845554505
6,16,8.0,845553819
6,17,8.0,845553559
6,19,4.0,845553382
6,21,4.0,845553382
6,22,10.0,845553875
6,24,8.0,845554397
6,25,6.0,845553695
6,26,8.0,845555362
6,27,6.0,845555402
6,31,6.0,845553819
6,32,8.0,845553426
6,34,8.0,845553354
6,36,10.0,845553726
6,41,8.0,845554962
6,43,8.0,845555607
6,45,6.0,845553907
6,46,8.0,845554551
6,47,8.0,845553317
6,50,2.0,845553381
6,54,8.0,845555402
6,60,8.0,845554263
6,61,8.0,845555454
6,62,8.0,845553660
6,65,6.0,845555070
6,66,6.0,845555151
6,76,8.0,845555317
6,79,6.0,845554907
6,86,10.0,845556131
6,87,6.0,845555300
6,88,4.0,845555694
6,89,8.0,845555124
6,92,8.0,845555454
6,93,8.0,845554584
6,95,8.0,845553559
6,100,6.0,845555151
6,102,2.0,845555436
6,104,8.0,845554349
6,105,6.0,845553757
6,110,10.0,845553283
6,112,8.0,845553994
6,113,6.0,845556257
6,126,6.0,845555342
6,135,6.0,845554987
6,140,6.0,845555024
6,141,8.0,845553586
6,145,8.0,845553966
6,146,8.0,845555607
6,150,8.0,845553110
6,151,8.0,845553586
6,153,6.0,845553146
6,158,8.0,845553660
6,159,6.0,845555006
6,160,10.0,845553457
6,161,6.0,845553253
6,163,6.0,845553907
6,165,6.0,845553146
6,168,10.0,845553695
6,170,6.0,845554263
6,171,6.0,845555402
6,174,6.0,845554479
6,177,6.0,845554931
6,179,2.0,845555362
6,180,4.0,845555006
6,181,6.0,845553938
6,185,6.0,845553283
6,186,6.0,845553619
6,189,6.0,845556241
6,191,4.0,845554931
6,195,8.0,845554455
6,196,6.0,845553586
6,201,6.0,845556290
6,204,6.0,845553619
6,205,6.0,845555477
6,207,8.0,845554024
6,208,6.0,845553253
6,209,6.0,845556106
6,210,8.0,845556310
6,212,8.0,845556181
6,216,8.0,845554099
6,217,6.0,845555382
6,218,4.0,845553994
6,219,6.0,845556131
6,222,8.0,845554024
6,224,6.0,845553794
6,225,8.0,845553381
6,230,10.0,845553966
6,231,6.0,845553174
6,234,4.0,845554176
6,236,8.0,845553559
6,237,8.0,845553875
6,239,6.0,845554987
6,240,6.0,845555571
6,243,6.0,845555588
6,248,10.0,845554263
6,250,8.0,845555588
6,251,6.0,845556257
6,252,8.0,845553619
6,253,6.0,845553283
6,254,6.0,845555655
6,256,6.0,845553726
6,257,10.0,845554176
6,258,6.0,845555172
6,261,8.0,845553695
6,262,10.0,845554551
6,265,6.0,845553726
6,266,6.0,845553457
6,267,6.0,845554376
6,270,6.0,845555172
6,271,8.0,845555249
6,273,6.0,845553875
6,274,8.0,845555151
6,276,8.0,845553907
6,277,10.0,845553844
6,279,6.0,845555436
6,281,8.0,845554320
6,282,6.0,845553522
6,288,4.0,845553283
6,289,6.0,845554455
6,291,6.0,845555571
6,292,8.0,845553253
6,293,6.0,845553660
6,296,4.0,845553110
6,302,6.0,845555436
6,303,6.0,845554099
6,304,8.0,845555546
6,310,6.0,845556119
6,312,2.0,845555151
6,313,6.0,845555546
6,314,10.0,845554603
6,315,8.0,845553522
6,316,10.0,845553174
6,317,8.0,845553457
6,318,10.0,845553200
6,327,2.0,845554062
6,329,8.0,845553200
6,330,6.0,845555071
6,332,6.0,845555046
6,333,10.0,845553757
6,336,6.0,845556223
6,337,10.0,845553586
6,339,8.0,845553253
6,340,8.0,845555265
6,342,6.0,845553938
6,343,6.0,845555172
6,344,6.0,845553146
6,347,6.0,845555300
6,348,6.0,845553938
6,349,10.0,845553146
6,350,10.0,845553489
6,351,8.0,845554455
6,352,6.0,845555382
6,353,8.0,845553726
6,354,8.0,845555402
6,355,8.0,845553819
6,356,10.0,845553200
6,357,6.0,845553457
6,358,6.0,845555265
6,359,6.0,845556412
6,360,6.0,845555094
6,361,8.0,845554376
6,362,6.0,845553994
6,364,10.0,845553317
6,366,6.0,845554962
6,367,8.0,845553317
6,368,10.0,845553726
6,370,8.0,845553794
6,371,6.0,845554141
6,374,6.0,845554296
6,377,10.0,845553317
6,378,6.0,845554987
6,380,8.0,845553110
6,381,6.0,845553994
6,382,6.0,845554397
6,383,6.0,845554320
6,405,6.0,845554603
6,410,6.0,845553354
6,412,6.0,845554505
6,415,8.0,845554420
6,416,6.0,845554962
6,419,6.0,845554224
6,426,6.0,845554551
6,432,10.0,845553489
6,434,8.0,845553200
6,435,6.0,845553489
6,437,6.0,845554505
6,440,8.0,845553457
6,445,6.0,845555124
6,450,8.0,845555024
6,454,8.0,845553283
6,455,6.0,845554062
6,457,10.0,845553174
6,458,6.0,845555546
6,460,6.0,845555281
6,466,4.0,845553844
6,468,8.0,845553907
6,469,8.0,845555477
6,472,6.0,845555632
6,474,8.0,845553522
6,475,8.0,845554099
6,477,8.0,845554141
6,480,10.0,845553200
6,485,6.0,845553794
6,489,6.0,845554505
6,490,6.0,845554584
6,491,8.0,845554141
6,493,6.0,845555172
6,494,6.0,845554176
6,497,6.0,845553819
6,500,10.0,845553354
6,502,6.0,845554455
6,505,6.0,845555317
6,508,8.0,845553586
6,509,6.0,845553522
6,510,6.0,845555546
6,515,8.0,845553794
6,516,8.0,845554908
6,520,6.0,845553844
6,524,6.0,845554479
6,527,6.0,845553426
6,531,6.0,845554296
6,532,6.0,845554224
6,536,6.0,845556181
6,537,6.0,845554551
6,539,6.0,845553426
6,540,6.0,845554099
6,542,8.0,845554524
6,543,6.0,845554099
6,546,4.0,845554349
6,548,6.0,845554908
6,552,6.0,845553875
6,553,10.0,845553559
6,569,8.0,845555342
6,575,6.0,845555070
6,587,10.0,845553381
6,588,10.0,845553146
6,589,6.0,845553317
6,590,10.0,845553109
6,592,6.0,845553109
6,593,8.0,845553174
6,594,8.0,845553819
6,595,10.0,845553174
6,596,6.0,845554141
6,597,8.0,845553354
6,606,6.0,845555024
6,608,6.0,845553844
6,609,8.0,845555342
6,616,10.0,845554062
6,628,6.0,845555300
6,631,8.0,845555265
6,637,8.0,845555046
6,640,2.0,845555362
6,647,8.0,845555151
6,662,6.0,845556147
6,667,6.0,845555342
6,694,6.0,845555694
6,697,6.0,845556378
6,700,8.0,845556147
6,704,6.0,845555571
6,708,8.0,845554376
6,709,10.0,845555249
6,710,6.0,845556223
6,711,8.0,845555317
6,719,4.0,845555694
6,736,10.0,845553619
6,747,6.0,845555046
6,762,2.0,845555006
6,765,6.0,845555632
6,775,6.0,845556462
6,780,10.0,845556915
6,783,10.0,845554584
6,795,6.0,845556506
6,799,6.0,845555656
6,801,6.0,845556194
6,802,8.0,845554584
6,818,6.0,845555514
6,830,10.0,845556222
6,835,8.0,845556194
6,837,6.0,845556241
6,838,8.0,845555514
6,839,6.0,845556120
6,842,6.0,845555675
6,848,8.0,845556340
6,852,8.0,845555694
6,867,6.0,845556412
6,880,6.0,845556181
6,881,6.0,845556340
6,888,6.0,845556448
6,891,6.0,845556241
6,979,6.0,845556808
6,981,6.0,845556567
6,986,8.0,845556475
6,991,8.0,845556808
6,996,8.0,845556323
6,999,4.0,845556412
6,1004,8.0,845556506
6,1006,8.0,845556694
6,1042,6.0,845556462
6,1049,10.0,845556694
6,1061,8.0,845556860
6,1064,8.0,845556579
6,1073,6.0,845555571
6,1082,8.0,845556278
6,1084,6.0,845555454
7,1,9.0,1106635946
7,50,9.0,1106635993
7,58,6.0,1106635520
7,150,9.0,1106635925
7,165,8.0,1106635987
7,260,10.0,1106635933
7,356,10.0,1106635915
7,380,6.0,1106635937
7,466,10.0,1106635532
7,480,10.0,1106635917
7,587,4.0,1106635714
7,588,6.0,1106635971
7,589,5.0,1106635940
7,592,6.0,1106635922
7,593,10.0,1106635912
7,595,7.0,1106712636
7,648,8.0,1106635981
7,750,8.0,1106636810
7,780,9.0,1106635943
